Aug,17,300,0,0,322,217
Aug,18,0,0,0,283,206
Aug,19,15,0,0,339,228
Aug,20,170,0,0,272,194
Aug,21,5,0,0,278,178
Aug,22,0,0,0,250,150
Aug,23,0,0,0,256,150
Aug,24,0,0,0,267,150
Aug,25,0,0,0,294,178
Aug,26,0,0,0,317,200
Aug,27,0,0,0,322,222
Aug,28,25,0,0,250,200
Aug,29,0,0,0,267,150
Aug,30,0,0,0,200,122
Aug,31,0,0,0,228,144
Sep,01,0,0,0,239,111
Sep,02,0,0,0,250,133
Sep,03,0,0,0,283,133
Sep,04,0,0,0,278,178
Sep,05,376,0,0,233,189
Sep,06,3,0,0,250,194
Sep,07,0,0,0,283,183
Sep,08,0,0,0,278,178
Sep,09,0,0,0,283,172
Sep,10,0,0,0,283,183
Sep,11,0,0,0,283,183
Sep,12,0,0,0,283,178
Sep,13,0,0,0,272,167
Sep,14,0,0,0,272,156
Sep,15,0,0,0,272,200
Sep,16,0,0,0,289,178
Sep,17,0,0,0,267,156
Sep,18,0,0,0,267,117
Sep,19,0,0,0,283,156
Sep,20,241,0,0,206,161
Sep,21,94,0,0,278,183
Sep,22,8,0,0,278,189
Sep,23,0,0,0,261,189
Sep,24,25,0,0,233,200
Sep,25,0,0,0,261,172
Sep,26,56,0,0,217,144
Sep,27,0,0,0,283,128
Sep,28,0,0,0,211,117
Sep,29,0,0,0,194,94
Sep,30,0,0,0,206,83
Oct,01,267,0,0,233,133
Oct,02,0,0,0,189,106
Oct,03,0,0,0,161,89
Oct,04,0,0,0,200,72
Oct,05,0,0,0,211,72
Oct,06,107,0,0,217,106
Oct,07,0,0,0,189,67
Oct,08,676,0,0,150,111
Oct,09,163,0,0,128,56
Oct,10,0,0,0,150,28
Oct,11,0,0,0,122,28
Oct,12,13,0,0,139,61
Oct,13,203,0,0,100,67
Oct,14,198,0,0,83,72
Oct,15,41,0,0,100,72
Oct,16,0,0,0,83,61
Oct,17,0,0,0,117,22
Oct,18,0,0,0,150,11
Oct,19,0,0,0,233,72
Oct,20,0,0,0,250,111
Oct,21,0,0,0,189,122
Oct,22,485,0,0,172,133
Oct,23,20,0,0,172,72
Oct,24,0,0,0,167,56
Oct,25,74,0,0,189,111
Oct,26,30,0,0,133,94
Oct,27,130,0,0,117,89
Oct,28,0,0,0,144,111
Oct,29,358,0,0,206,94
Oct,30,381,0,0,211,94
Oct,31,0,0,0,133,39
Nov,01,0,0,0,167,28
Nov,02,0,0,0,211,78
Nov,03,0,0,0,139,50
Nov,04,0,0,0,178,67
Nov,05,0,0,0,161,22
Nov,06,0,0,0,222,83
Nov,07,0,0,0,256,133
Nov,08,0,0,0,244,139
Nov,09,0,0,0,206,133
Nov,10,0,0,0,144,106
Nov,11,0,0,0,167,50
Nov,12,0,0,0,150,17
Nov,13,0,0,0,183,61
Nov,14,0,0,0,217,111
Nov,15,178,0,0,133,78
Nov,16,437,0,0,111,72
Nov,17,76,0,0,94,67
Nov,18,23,0,0,78,61
Nov,19,8,0,0,111,39
Nov,20,0,0,0,150,22
Nov,21,0,0,0,178,61
Nov,22,0,0,0,156,61
Nov,23,0,0,0,156,72
Nov,24,66,0,0,133,89
Nov,25,3,0,0,122,50
Nov,26,0,0,0,61,6
Nov,27,0,0,0,133,-6
Nov,28,0,0,0,228,44
Nov,29,0,0,0,144,50
Nov,30,0,0,0,89,39
Dec,01,0,0,0,139,39
Dec,02,66,0,0,61,11
Dec,03,0,0,0,39,-33
Dec,04,0,0,0,6,-56
Dec,05,0,0,0,50,-56
Dec,06,3,0,3,39,-39
Dec,07,0,0,0,39,6
Dec,08,145,0,0,61,6
Dec,09,5,0,0,67,-100
Dec,10,0,0,0,-22,-117
Dec,11,0,0,0,50,-61
